id,title,gender,origin_id,meaning,used_in,additional_info
2143,Maren,Girl,27,From the god Mars; of the sea,"Danish, English and German speaking countries","Danish variant of Marina.<br />
<br />
It is also a German variant of Maria."
2144,Margaret,Girl,21,Pearl,English speaking countries,"English form of the latinised Greek name meaning ""pearl"".<br />
<br />
An extremely common name from the Middle Ages onwards.<br />
<br />
St Margaret of Antioch was a virgin martyr, there is little evidence to suggest that she actually existed, but h"
2145,Margarita,Girl,21,Pearl,"Bulgarian, English, Greek, Lithuanian, Spanish and Russian speaking countries","Latin form from the Greek 'margarites' meaning ""pearl"".<br />
Latinate form of Margaret. <br />
<br />
This is also a Spanish word meaning ""daisy flower""."
2146,Margie,Girl,21,Pearl,English speaking countries,Pet form of Margaret or Margery.
2147,Margo,Girl,21,Pearl,English and French speaking countries,Modern variant of Margot.
2148,Mari,Girl,23,"Uncertain, maybe bitter","English, Japanese and Welsh speaking countries","As a Japanese name, Mari may be written with the characters for ""truth"" (ma) and ""reason; truth"" (ri). Other possibilities include ""ten thousand"" or ""flax"" for 'ma' and ""hometown; village"" (ri).<br />
<br />
Mari is a nickname for the Russian name Mariy"
2149,Maria,Girl,23,Bitter,"Catalan, Dutch, English, Estonian, German, Greek, Hungarian, Italian, Norwegian, Polish, Portuguese, Slovak, Spanish, Swedish and Armenian speaking countries","Latin form of Mary. <br />
It arose as a back-formation from the early Christian Greek name Mariam, which was taken as a Latin accusative case, and is ultimately derived from Hebrew Miryam.<br />
<br />
In the English-speaking world, Maria was the writ"
2150,Mariah,Girl,23,"Uncertain, maybe bitter",English speaking countries,"The pronunciation of our modern ""Mariah"" was actually a common pronunciation of the name ""Maria"" in nineteenth-century England.  This alternate spelling has retained the nineteenth-century pronunciation.  The ""h"" was probably added to appear more Biblical"
2151,Mariam,Girl,4,"Uncertain, maybe bitter","Arabic, English, French, Greek and Armenian speaking countries","Aramaic alternative form of the Hebrew name Miriam.<br />
It is also the form of Mary used in the Greek translation of the Bible. <br />
It was mistaken as a Latin accusative case and gave the well-known name Maria.<br />
<br />
It can also be conside"
2152,Marian,Both,23,"Uncertain, maybe bitter",English speaking countries,"Originally a medieval variant spelling of Marion.<br />
<br />
There was a tendency to see Marian as a blend of Mary and Ann, such as in the French Marianne.<br />
<br />
A famous bearer of this name is Maid Marian, Robin Hood's lady companion.<br />"
2153,Mariana,Girl,27,Latinate form of Marian,English speaking countries,Latinized form of Marian adopted in the 19th century.
2154,Marianna,Girl,27,Combination of Maria and Anna,English and Polish speaking countries,Compound name formed of Maria and Anna.
2155,Marianne,Girl,17,Combination of Marie and Anne,English and French speaking countries,"Contraction of the name Marie-Anne, composed of the names Marie (of uncertain origin, perhaps meaning ""bitter"") and Anne (""grace"").<br />
<br />
Marianne is the name used for the symbolic figure representing the French Republic."
2156,Mariano,Boy,27,From the god Mars,English and Italian speaking countries,"Italian form of Marianus, a Roman family name, which was itself derived from the Roman name Marius."
2157,Maribel,Girl,42,Maria Isabel,English and Spanish speaking countries,"Spanish name composed from Maria and Isabel.<br />
It may also stand as a variant of the name Mariabella and then mean ""beautiful Maria""."
2158,Maricela,Girl,23,Bitter,English and Spanish speaking countries,"Combination of the Spanish names Maria (from the Hebrew, possibly meaning ""bitter"") and Celia (from the Latin meaning ""heaven"")."
2159,Marie,Girl,23,Bitter,English and French speaking countries,"French cognate of Maria; French form of Mary.<br />
<br />
Also the earlier form of the name in England until the Authorized version of the Bible established Mary as the English spelling.<br />
<br />
Marie was the name of various queens of France, in"
2160,Mariel,Girl,23,"Uncertain, maybe bitter",English speaking countries,"From the French Marielle; pet form of Marie.<br />
Commonly used as an independent given name.<br />
<br />
It may also be a variant of Muriel or Meriel."
2161,Mariela,Girl,23,"Uncertain, maybe bitter",English and Spanish speaking countries,Occasional variant of Mariella or Mariel.
2162,Marielle,Girl,23,"Uncertain, maybe bitter",English and French speaking countries,Pet form of Marie.
2163,Marika,Girl,23,"Uncertain, maybe bitter","Czech, English, Hungarian, Japanese and Slovak speaking countries","Slavic pet form of Maria. Marika is also a Japanese name for which the characters reading ""jasmine"" may be used."
2164,Marilyn,Girl,23,"Uncertain, maybe bitter",English speaking countries,"Elaborated form of Mary with the feminine suffix -lyn. Marilyn might have been a blend of Mary and Ellen.<br />
<br />
Marilyn Monroe was an American actress of the 1950s, she committed suicide in 1962. Marilyn Manson is the stage name of musician Brian"
2165,Marin,Both,27,From the god Mars; of the sea,"English, French and Polish speaking countries","Derived from the Latin name Marinus, derived from Marius; or from the Latin adjective 'marinus' (of the sea), which has its root in 'mare' (the sea).   It is also the modern French word for sailor.<br />
<br />
Marin is traditionally a male name, though"
2166,Marina,Girl,27,From the god Mars,"Bulgarian, English, German, Greek, Italian, Polish, Portuguese, Serbian, Spanish and Russian speaking countries","A feminine form of the Roman family name Marinus.<br />
<br />
The name is derived from Marius (from the god Mars), but is identical to the Latin adjective 'marinus' meaning ""of the sea"", and therefore commonly associated to it.<br />
<br />
Marina is"
2167,Mario,Boy,27,From the god Mars,"English, Italian, Portuguese and Spanish speaking countries","Italian, Spanish and Portuguese cognate of Marius. <br />
It is extremely popular, being taken as the masculine form of Maria, and therefore associated with the cult of the Virgin Mary."
2168,Marion,Both,23,"Uncertain, maybe bitter",English and French speaking countries,"Originally a medieval French diminutive form of Marie, introduced to Britain in the Middle Ages.<br />
It is now used as an independent name in both countries.<br />
<br />
It is sometimes taken as a pet form of Margaret or Margery.<br />
<br />
As a"
2169,Marisa,Girl,23,N/A,"English, Italian, Portuguese and Spanish speaking countries","20th century elaborated form of Maria, with the feminine suffix -isa abstracted from such names as Lisa or Louisa.<br />
It may also have been influenced by the Dutch pet form Maryse, or the Latin created name Maris."
2170,Marisela,Girl,23,"Uncertain, maybe bitter",English and Spanish speaking countries,
2171,Marisol,Girl,23,"Uncertain, maybe bitter",English and Spanish speaking countries,"Spanish name composed of Maria and Sol.<br />
'Sol' is the Spanish word for sun. It might also be a short of Maria Soledad, 'soledad' meaning ""loneliness""."
2172,Marissa,Girl,23,N/A,English speaking countries,"Marissa is either a variant of Marisa, which is an elaboration upon Maria with the '-isa' suffix from names such as Louisa and Lisa or it is an elaboration of Maris - from the Latin phrase 'stella maris' meaning ""star of the sea"", Maris is one of the titl"
2173,Maritza,Girl,23,Bitter,English and Spanish speaking countries,An elaboration of Maria.
2174,Mariyah,Girl,23,Bitter,English speaking countries,Respelling of Maria.
2175,Marjorie,Girl,21,Pearl,English speaking countries,"Usual modern spelling of Margery.<br />
<br />
It seems to have arisen as the result of popular etymological association of the name with that of the herb marjoram. This word is of uncertain origin; its Middle English and Old French form was majorane, w"
2176,Mark,Boy,27,From the god Mars,English speaking countries,"English form of Marcus.<br />
<br />
Saint Mark the Evangelist is traditionally believed to be the author of the second Gospel (Gospel of Mark) and a companion of Peter. <br />
A famous Roman bearer of the name was Mark Antony (Marcus Antonius), politi"
2177,Markel,Boy,27,N/A,English speaking countries,"Modern invention, probably based on the name Mark."
2178,Markita,Girl,21,Pearl,English speaking countries,Phoenetic respeling of Marquita. Modern coinage.
2179,Markus,Boy,27,From the god Mars,"English, German and Hungarian speaking countries",
2180,Marla,Girl,23,Of Magdala,English speaking countries,"Modern alterned form of Marlene, or else a name invented as a feminine equivalent of Marlon."
2181,Marlee,Girl,19,Contraction of Maria Magdalene,English speaking countries,Pet form of Marlene or variant of Marilee.
2182,Marlen,Girl,15,N/A,English speaking countries,Variant respelling of Marlon.
2183,Marlena,Girl,19,Contraction of Maria Magdalene,English speaking countries,Occasional variant of Marlene.
2184,Marlene,Girl,23,Of Magdala,English and German speaking countries,"Blend of Maria and Madgalene, used by the German actress Marlene Dietrich as her stage name."
2185,Marley,Both,15,Pleasant wood,English speaking countries,"As a boy's name, Marley is the transferred use of a surname derived from place names.<br />
The first element of these place names is respectively Old English (ge)maere ‘boundary’, myrig ‘pleasant’, and mearð ‘(pine) marten’. The second element in each c"
2186,Marlon,Boy,15,N/A,English speaking countries,"Name apparently first brought to the public attention by the American actor Marlon Brando. The name was borne also by his father.<br />
<br />
It is of uncertain origin, possibly derived from Marc with the addition of the French diminutive suffix 'lon'."
2187,Marques,Boy,42,Lord of the marches; noble rank,English and Portuguese speaking countries,"Used in the US as a variant spelling of Marquis.<br />
Marqués is the Spanish word for the nobility rank marquis.<br />
<br />
Marques is a surname of Southern French origin (Occitan), Catalan (Marquès), and Spanish origin (Marqués): from marqués ‘marq"
2188,Marquez,Boy,15,Respelling of Marquis; noble rank,English speaking countries,"The boy name Marquez is a variant of Marquis.<br />
It is also a Spanish surname, derived from the personal name Marcos."
2189,Marquis,Boy,17,Lord of the marches; noble rank,English speaking countries,"Principally in use in the US. Transferred used of the rank of nobility. <br />
A Marquis (French spelling; also marquess in English) is a nobleman of hereditary rank in various European monarchies and some of their colonies.<br />
It is was derived from"
2190,Marquise,Both,17,Lady of the marches; noble rank,English speaking countries,"Principally used in the US.<br />
Used by some as a male name and a variant spelling of Marquis, a nobility title.<br />
A marquise is a French noblewoman ranking above a countess and below a duchess, and is usually the wife of a marquis. The British eq"
